node_id_start,node_id_end,link,start_date,end_date
12123618,10127555,shareholder of,19-Jul-06,
12203750,10127555,shareholder of,19-Jul-06,
12202845,10127555,shareholder of,19-Jul-06,
12127857,10127555,shareholder of,19-Jul-06,
11011609,10127555,intermediary of,,
12153472,10088088,shareholder of,29-Dec-06,
12199407,10088088,shareholder of,30-Apr-01,
12158133,10088088,shareholder of,22-Jan-11,
11013442,10088088,intermediary of,,
11001286,10088222,intermediary of,,
12078670,10088416,shareholder of,24-Apr-09,
12078502,10088416,shareholder of,24-Apr-09,
11004453,10088416,intermediary of,,
12156393,10088468,shareholder of,31-Dec-09,
12157512,10088468,shareholder of,31-Dec-09,
12036287,10088468,shareholder of,17-Mar-00,31-Dec-09
11008711,10088468,intermediary of,,
11003044,10088602,intermediary of,,
12065538,10127308,shareholder of,23-Dec-03,
11003046,10127308,intermediary of,,
11009498,10088793,intermediary of,,
11011609,10126826,intermediary of,,
11011474,10089075,intermediary of,,
12108338,10125960,shareholder of,12-Nov-99,30-Jul-08
12104589,10125960,shareholder of,30-Jul-08,
13001358,10125960,beneficiary of,,
11004909,10125960,intermediary of,,
11001470,10089541,intermediary of,,
12039117,10089640,shareholder of,22-Nov-00,
12039119,10089640,shareholder of,22-Nov-00,
12039118,10089640,shareholder of,22-Nov-00,
12039120,10089640,shareholder of,22-Nov-00,
11006332,10089640,intermediary of,,
11011626,10089716,intermediary of,,
12142780,10089721,shareholder of,3-Feb-00,
12142779,10089721,shareholder of,3-Feb-00,
11008711,10089721,intermediary of,,
11012612,10125565,intermediary of,,
12141398,10089866,shareholder of,17-Aug-01,
12141399,10089866,shareholder of,17-Aug-01,
11008711,10089866,intermediary of,,
11009498,10090034,intermediary of,,
11001000,10090094,intermediary of,,
11001000,10090103,intermediary of,,
11012313,10090245,intermediary of,,
11001877,10125431,intermediary of,,
11005866,10090154,intermediary of,,
11011609,10090199,intermediary of,,
11002710,10090221,intermediary of,,
11011609,10090272,intermediary of,,
12109972,10090412,shareholder of,28-Jul-93,
11011609,10090412,intermediary of,,
12120400,10090801,shareholder of,25-Feb-02,
11002412,10090801,intermediary of,,
12029098,10090812,shareholder of,31-Aug-07,
11004257,10090812,intermediary of,,
12037306,10091057,shareholder of,11-Dec-00,8-Jul-04
12036890,10091057,shareholder of,24-Aug-00,11-Dec-00
12036977,10091057,shareholder of,24-Aug-00,11-Dec-00
12036889,10091057,shareholder of,24-Aug-00,11-Dec-00
12151140,10091057,shareholder of,8-Jul-04,
12130727,10091057,shareholder of,8-Jul-04,
12149743,10091057,shareholder of,8-Jul-04,
12141593,10091057,shareholder of,8-Jul-04,
12038064,10091057,shareholder of,11-Dec-00,8-Jul-04
12038065,10091057,shareholder of,24-Aug-00,11-Dec-00
12038145,10091057,shareholder of,11-Dec-00,8-Jul-04
12038146,10091057,shareholder of,11-Dec-00,8-Jul-04
11003343,10091057,intermediary of,,
11003029,10091073,intermediary of,,
11011609,10091122,intermediary of,,
11012111,10091179,intermediary of,,
11001286,10091584,intermediary of,,
11003591,10122578,intermediary of,,
12085553,10091908,shareholder of,9-Oct-00,7-Feb-08
12041684,10091908,shareholder of,23-Apr-15,
12085556,10091908,shareholder of,9-Oct-00,7-Feb-08
12041682,10091908,shareholder of,19-Feb-15,22-Apr-15
12041683,10091908,shareholder of,22-Apr-15,23-Apr-15
12041682,10091908,shareholder of,7-Feb-08,22-Apr-15
12085557,10091908,shareholder of,9-Oct-00,7-Feb-08
13003466,10091908,beneficiary of,,
11003045,10091908,intermediary of,,
12048787,10091915,shareholder of,20-Oct-85,
12048788,10091915,shareholder of,20-Oct-85,
11001731,10091915,intermediary of,,
11001286,10091962,intermediary of,,
11008390,10092024,intermediary of,,
11001693,10092045,intermediary of,,
11011414,10092069,intermediary of,,
11011609,10092221,intermediary of,,
12200353,10092379,shareholder of,11-Dec-01,30-Jun-09
12152102,10092379,shareholder of,30-Jun-09,
12200352,10092379,shareholder of,11-Dec-01,30-Jun-09
11005718,10092379,intermediary of,,
12038678,10092633,shareholder of,11-Jan-02,
12038679,10092633,shareholder of,11-Jan-02,
11013353,10092633,intermediary of,,
11005084,10121838,intermediary of,,
12102461,10121283,shareholder of,5-Oct-07,
12044556,10121283,shareholder of,20-Oct-05,
11008511,10121283,intermediary of,,
12041496,10092975,shareholder of,22-May-02,
11002093,10092975,intermediary of,,
12039269,10093044,shareholder of,25-Jul-02,15-Aug-06
12039270,10093044,shareholder of,25-Jul-02,15-Aug-06
12039235,10093044,shareholder of,25-Jul-02,15-Aug-06
12039268,10093044,shareholder of,25-Jul-02,15-Aug-06
12039280,10093044,shareholder of,25-Jul-02,15-Aug-06
12039281,10093044,shareholder of,25-Jul-02,15-Aug-06
12038983,10093044,shareholder of,25-Jul-02,15-Aug-06
12151798,10093044,shareholder of,15-Aug-06,
12038984,10093044,shareholder of,25-Jul-02,15-Aug-06
12038985,10093044,shareholder of,25-Jul-02,15-Aug-06
12151799,10093044,shareholder of,15-Aug-06,
12038987,10093044,shareholder of,25-Jul-02,15-Aug-06
12038986,10093044,shareholder of,15-Aug-06,
12039226,10093044,shareholder of,25-Jul-02,15-Aug-06
12039225,10093044,shareholder of,25-Jul-02,15-Aug-06
12039228,10093044,shareholder of,25-Jul-02,15-Aug-06
12039227,10093044,shareholder of,25-Jul-02,15-Aug-06
12039230,10093044,shareholder of,25-Jul-02,15-Aug-06
12039229,10093044,shareholder of,25-Jul-02,15-Aug-06
12039232,10093044,shareholder of,25-Jul-02,15-Aug-06
12039231,10093044,shareholder of,25-Jul-02,15-Aug-06
12039234,10093044,shareholder of,25-Jul-02,15-Aug-06
12039233,10093044,shareholder of,25-Jul-02,15-Aug-06
11012297,10093044,intermediary of,,
11006550,10121380,intermediary of,,
12140709,10120738,shareholder of,25-Sep-08,
11008711,10120738,intermediary of,,
11011609,10120916,intermediary of,,
12107989,10093526,shareholder of,29-Nov-01,
11001760,10093526,intermediary of,,
11011609,10093592,intermediary of,,
11001000,10093633,intermediary of,,
12142361,10093643,shareholder of,29-Aug-02,
11006948,10093643,intermediary of,,
11008711,10094030,intermediary of,,
11011609,10094054,intermediary of,,
12068398,10119129,shareholder of,19-Feb-10,
12068399,10119129,shareholder of,19-Feb-10,
12068400,10119129,shareholder of,19-Feb-10,
12068401,10119129,shareholder of,19-Feb-10,
11003046,10119129,intermediary of,,
12177877,10118750,shareholder of,28-Jun-13,
12105168,10118750,shareholder of,25-Nov-05,28-Jun-13
12105167,10118750,shareholder of,25-Nov-05,28-Jun-13
13004513,10118750,beneficiary of,,
11012917,10118750,intermediary of,,
12006622,10094465,shareholder of,20-Aug-99,5-Aug-03
12158650,10094465,shareholder of,5-Aug-03,
13005888,10094465,beneficiary of,,
13009064,10094465,beneficiary of,,
11011474,10094465,intermediary of,,
11011609,10094705,intermediary of,,
11011609,10094712,intermediary of,,
12026165,10094997,shareholder of,25-Jul-02,18-Jun-06
12026164,10094997,shareholder of,25-Jul-02,18-Jun-06
12026336,10094997,shareholder of,25-Jul-02,18-Jun-06
12026335,10094997,shareholder of,25-Jul-02,18-Jun-06
12151798,10094997,shareholder of,18-Jun-06,
12026161,10094997,shareholder of,25-Jul-02,18-Jun-06
12026160,10094997,shareholder of,25-Jul-02,18-Jun-06
12026163,10094997,shareholder of,25-Jul-02,18-Jun-06
12026162,10094997,shareholder of,25-Jul-02,18-Jun-06
11012297,10094997,intermediary of,,
12143064,10117267,shareholder of,24-Aug-06,
12134894,10117267,shareholder of,24-Aug-06,
12144861,10117267,shareholder of,24-Aug-06,
11011609,10117267,intermediary of,,
12037884,10095071,shareholder of,25-Jul-02,15-Aug-06
12037885,10095071,shareholder of,25-Jul-02,15-Aug-06
12037886,10095071,shareholder of,25-Jul-02,15-Aug-06
12037887,10095071,shareholder of,25-Jul-02,15-Aug-06
12151797,10095071,shareholder of,15-Aug-06,
12037907,10095071,shareholder of,25-Jul-02,15-Aug-06
12037882,10095071,shareholder of,25-Jul-02,15-Aug-06
12037883,10095071,shareholder of,25-Jul-02,15-Aug-06
12037906,10095071,shareholder of,25-Jul-02,15-Aug-06
11012297,10095071,intermediary of,,
12037891,10095072,shareholder of,25-Jul-01,8-Dec-09
12038131,10095072,shareholder of,25-Jul-01,8-Dec-09
12212581,10095072,shareholder of,8-Dec-09,
12037888,10095072,shareholder of,25-Jul-01,8-Dec-09
12037889,10095072,shareholder of,25-Jul-01,8-Dec-09
12037890,10095072,shareholder of,25-Jul-01,8-Dec-09
11012297,10095072,intermediary of,,
12001505,10095099,shareholder of,31-Oct-05,
11001693,10095099,intermediary of,,
12154897,10152182,shareholder of,10-Jul-13,
12154898,10152182,shareholder of,10-Jul-13,
11009160,10152182,intermediary of,,
12211674,10152704,shareholder of,22-Apr-13,
11005790,10152704,intermediary of,,
11008566,10095408,intermediary of,,
11012297,10095443,intermediary of,,
12124574,10095514,shareholder of,12-Apr-12,
13008897,10095514,beneficiary of,,
11011609,10095514,intermediary of,,
12040184,10095639,shareholder of,13-Mar-02,
11006754,10095639,intermediary of,,
12127944,10116937,shareholder of,10-May-07,
12127950,10116937,shareholder of,10-May-07,
12128024,10116937,shareholder of,10-May-07,
12127948,10116937,shareholder of,10-May-07,
12127949,10116937,shareholder of,10-May-07,
11002386,10116937,intermediary of,,
12087955,10116247,shareholder of,7-Jan-10,
12087982,10116247,shareholder of,7-Jan-10,
12087981,10116247,shareholder of,7-Jan-10,
12087983,10116247,shareholder of,7-Jan-10,
11003046,10116247,intermediary of,,
11011609,10095613,intermediary of,,
11010810,10095938,intermediary of,,
12222600,10096008,shareholder of,28-May-09,
12015023,10096008,shareholder of,14-Aug-01,28-May-09
11010558,10096008,intermediary of,,
11003303,10096143,intermediary of,,
12126784,10096272,shareholder of,30-Oct-02,
11008095,10096272,intermediary of,,
12151799,10096405,shareholder of,18-Jun-06,
12016324,10096405,shareholder of,12-Dec-01,18-Jun-06
12016325,10096405,shareholder of,12-Dec-01,18-Jun-06
12016326,10096405,shareholder of,12-Dec-01,18-Jun-06
12016327,10096405,shareholder of,12-Dec-01,18-Jun-06
11012297,10096405,intermediary of,,
12152333,10096452,shareholder of,31-Oct-02,
11003064,10096452,intermediary of,,
11011609,10096496,intermediary of,,
12026297,10096594,shareholder of,14-Oct-03,25-Nov-03
12026144,10096594,shareholder of,25-Nov-03,
12026144,10096594,shareholder of,14-Oct-02,
12026143,10096594,shareholder of,25-Nov-03,
12026296,10096594,shareholder of,14-Oct-03,25-Nov-03
12026143,10096594,shareholder of,14-Oct-02,
11001995,10096594,intermediary of,,
12105012,10096943,shareholder of,1-Apr-11,
12157158,10096943,shareholder of,1-Apr-11,
12105013,10096943,shareholder of,31-Dec-05,
12105012,10096943,shareholder of,10-Dec-10,1-Apr-11
12105012,10096943,shareholder of,3-Nov-05,31-Dec-05
12176196,10096943,shareholder of,26-Jan-01,3-Nov-05
12105012,10096943,shareholder of,31-Dec-05,10-Dec-10
11011474,10096943,intermediary of,,
12085904,10096954,shareholder of,24-Jul-01,8-Dec-09
12085902,10096954,shareholder of,24-Jul-01,8-Dec-09
12085903,10096954,shareholder of,24-Jul-01,8-Dec-09
12197558,10096954,shareholder of,8-Dec-09,
12085900,10096954,shareholder of,24-Jul-01,8-Dec-09
12085901,10096954,shareholder of,24-Jul-01,8-Dec-09
12085898,10096954,shareholder of,24-Jul-01,8-Dec-09
12085899,10096954,shareholder of,24-Jul-01,8-Dec-09
11012297,10096954,intermediary of,,
12068727,10097176,shareholder of,17-Aug-09,13-Aug-10
12068728,10097176,shareholder of,17-Aug-09,13-Aug-10
12068729,10097176,shareholder of,1-Dec-10,
12069209,10097176,shareholder of,13-Aug-10,
12069210,10097176,shareholder of,17-Aug-09,13-Aug-10
12069211,10097176,shareholder of,17-Aug-09,13-Aug-10
12069212,10097176,shareholder of,13-Aug-10,1-Dec-10
11009160,10097176,intermediary of,,
12079396,10097288,shareholder of,10-Jul-09,
11008857,10097288,intermediary of,,
11001450,10097322,intermediary of,,
12151798,10097815,shareholder of,18-Jun-06,
12038535,10097815,shareholder of,12-Dec-01,18-Jun-06
12038534,10097815,shareholder of,12-Dec-01,18-Jun-06
12151799,10097815,shareholder of,18-Jun-06,
12038536,10097815,shareholder of,12-Dec-01,18-Jun-06
12038537,10097815,shareholder of,12-Dec-01,18-Jun-06
11012297,10097815,intermediary of,,
12022476,10097995,shareholder of,,
11004573,10097995,intermediary of,,
12070289,10098029,shareholder of,26-Sep-09,
12070186,10098029,shareholder of,26-Sep-09,
12070132,10098029,shareholder of,26-Sep-09,
12070288,10098029,shareholder of,26-Sep-09,
11008964,10098029,intermediary of,,
12124054,10113429,shareholder of,1-Jun-05,31-Jul-12
12124055,10113429,shareholder of,31-Jul-12,23-Dec-14
12171346,10113429,shareholder of,23-Dec-14,
13005888,10113429,beneficiary of,,
13009064,10113429,beneficiary of,,
11011474,10113429,intermediary of,,
12069221,10098571,shareholder of,10-Aug-09,
12069222,10098571,shareholder of,10-Aug-09,
12069220,10098571,shareholder of,10-Aug-09,
12069223,10098571,shareholder of,10-Aug-09,
11008964,10098571,intermediary of,,
12079883,10098584,shareholder of,30-Sep-09,
12079882,10098584,shareholder of,30-Sep-09,
12079885,10098584,shareholder of,30-Sep-09,
12079884,10098584,shareholder of,30-Sep-09,
11008964,10098584,intermediary of,,
12104050,10098579,shareholder of,11-Mar-03,
11002456,10098579,intermediary of,,
12069541,10098683,shareholder of,10-Aug-09,
12069538,10098683,shareholder of,10-Aug-09,
12069540,10098683,shareholder of,10-Aug-09,
12069539,10098683,shareholder of,10-Aug-09,
11008964,10098683,intermediary of,,
11011609,10098689,intermediary of,,
11001000,10098749,intermediary of,,
11011609,10099043,intermediary of,,
11011609,10098913,intermediary of,,
11013940,10098942,intermediary of,,
12069376,10099090,shareholder of,12-Aug-09,
12069224,10099090,shareholder of,12-Aug-09,
12069225,10099090,shareholder of,12-Aug-09,
12069375,10099090,shareholder of,12-Aug-09,
11008964,10099090,intermediary of,,
11001000,10099169,intermediary of,,
12063801,10099509,shareholder of,1-Apr-13,
12153191,10099509,shareholder of,1-Apr-04,1-Apr-13
12136633,10099509,shareholder of,3-Oct-03,
11011609,10099509,intermediary of,,
12208570,10099565,shareholder of,28-Aug-09,
11008711,10099565,intermediary of,,
11011609,10099839,intermediary of,,
12099146,10099883,shareholder of,31-Dec-09,
12026102,10099883,shareholder of,15-Aug-03,31-Dec-09
12026101,10099883,shareholder of,15-Aug-03,31-Dec-09
12099188,10099883,shareholder of,31-Dec-09,
12099189,10099883,shareholder of,31-Dec-09,
12099190,10099883,shareholder of,31-Dec-09,
11008832,10099883,intermediary of,,
11011609,10099891,intermediary of,,
11011609,10100305,intermediary of,,
11013353,10100192,intermediary of,,
11013353,10100306,intermediary of,,
11011609,10100240,intermediary of,,
11011609,10100284,intermediary of,,
11002093,10100302,intermediary of,,
12216004,10100768,shareholder of,6-Feb-03,30-Jun-09
12152102,10100768,shareholder of,30-Jun-09,
12217238,10100768,shareholder of,6-Feb-03,30-Jun-09
11005718,10100768,intermediary of,,
12040996,10100993,shareholder of,27-Nov-04,
12040997,10100993,shareholder of,27-Nov-04,
12040998,10100993,shareholder of,27-Nov-04,
12040993,10100993,shareholder of,27-Nov-04,
12040994,10100993,shareholder of,27-Nov-04,
12040995,10100993,shareholder of,12-Nov-02,
11013353,10100993,intermediary of,,
12206491,10101005,shareholder of,21-Apr-06,
12166477,10101005,shareholder of,8-Aug-03,21-Apr-06
11006027,10101005,intermediary of,,
11004839,10101095,intermediary of,,
11009498,10101103,intermediary of,,
12104368,10101416,shareholder of,21-Jan-04,
12104369,10101416,shareholder of,21-Jan-04,
13010181,10101416,beneficiary of,,
13002076,10101416,beneficiary of,,
11009160,10101416,intermediary of,,
11010810,10101716,intermediary of,,
12165820,10101880,shareholder of,7-Jul-99,
11003471,10101880,intermediary of,,
11011609,10109519,intermediary of,,
11001000,10102205,intermediary of,,
11011609,10102365,intermediary of,,
11011609,10102592,intermediary of,,
11011609,10102614,intermediary of,,
11011609,10102615,intermediary of,,
11009498,10102681,intermediary of,,
11009498,10102696,intermediary of,,
12163923,10102827,shareholder of,23-Feb-09,
11009498,10102827,intermediary of,,
12012390,10108242,shareholder of,19-Nov-09,
12012391,10108242,shareholder of,19-Nov-09,
12012392,10108242,shareholder of,19-Nov-09,
12012393,10108242,shareholder of,19-Nov-09,
11008964,10108242,intermediary of,,
12025844,10103008,shareholder of,24-Sep-03,12-Jun-10
12025849,10103008,shareholder of,24-Sep-03,12-Jun-10
12143146,10103008,shareholder of,12-Jun-10,
12025845,10103008,shareholder of,24-Sep-03,12-Jun-10
12151810,10103008,shareholder of,12-Jun-10,
12026019,10103008,shareholder of,24-Sep-03,12-Jun-10
11001896,10103008,intermediary of,,
11011609,10103115,intermediary of,,
12133750,10103233,shareholder of,10-Oct-02,
11001995,10103233,intermediary of,,
12012389,10103552,shareholder of,7-Nov-09,
11008964,10103552,intermediary of,,
12221730,10103615,shareholder of,28-Aug-10,
11008711,10103615,intermediary of,,
11011609,10103696,intermediary of,,
11003686,10103905,intermediary of,,
10059981,10104228,same name and registration date as,,
11002300,10104228,intermediary of,,
12116371,10104309,shareholder of,31-Jan-01,
12161548,10104309,shareholder of,24-Jul-00,31-Jan-01
12116370,10104309,shareholder of,31-Jan-01,
12173033,10104309,shareholder of,24-Jul-00,31-Jan-01
11001864,10104309,intermediary of,,
11011609,10104387,intermediary of,,
12026680,10104953,shareholder of,23-Mar-04,
11008711,10104953,intermediary of,,
12126783,10104906,shareholder of,2-Jul-02,
11008095,10104906,intermediary of,,
12014133,10105096,shareholder of,20-Jul-01,
12014134,10105096,shareholder of,20-Jul-01,
11004533,10105096,intermediary of,,
12041784,10105939,shareholder of,12-Oct-01,29-Nov-09
12128801,10105939,shareholder of,29-Nov-09,
12041883,10105939,shareholder of,12-Oct-01,29-Nov-09
12041882,10105939,shareholder of,12-Oct-01,29-Nov-09
12041881,10105939,shareholder of,12-Oct-01,29-Nov-09
11004828,10105939,intermediary of,,
12070812,10105282,shareholder of,26-Sep-09,
12070811,10105282,shareholder of,26-Sep-09,
12071096,10105282,shareholder of,26-Sep-09,
12070364,10105282,shareholder of,26-Sep-09,
11008964,10105282,intermediary of,,
12106722,10105243,shareholder of,20-Nov-03,31-Oct-05
12106722,10105243,shareholder of,31-Oct-05,31-Mar-06
12156836,10105243,shareholder of,25-Apr-08,
12026343,10105243,shareholder of,31-Mar-06,25-Apr-08
12026342,10105243,shareholder of,30-Oct-05,25-Apr-08
11011474,10105243,intermediary of,,
12001539,10105384,shareholder of,9-May-03,18-Sep-04
12118384,10105384,shareholder of,12-Oct-08,15-Feb-11
12001539,10105384,shareholder of,9-Mar-03,12-Oct-08
12199526,10105384,shareholder of,18-Sep-04,
12170771,10105384,shareholder of,18-Sep-04,
12118383,10105384,shareholder of,15-Feb-11,
13012855,10105384,beneficiary of,,
11006229,10105384,intermediary of,,
11004533,10105651,intermediary of,,
11004533,10105653,intermediary of,,
11011609,10105656,intermediary of,,
11012727,10105897,intermediary of,,
11011609,10105948,intermediary of,,
11001000,10105929,intermediary of,,
12042183,10105961,shareholder of,28-Jan-04,
12042182,10105961,shareholder of,28-Jan-04,
12042185,10105961,shareholder of,28-Jan-04,
12042184,10105961,shareholder of,28-Jan-04,
12042186,10105961,shareholder of,28-Jan-04,
11008711,10105961,intermediary of,,
11011609,10106158,intermediary of,,
11004533,10106167,intermediary of,,
12220677,10106205,shareholder of,21-Apr-06,
12206031,10106205,shareholder of,7-Jun-07,
12135280,10106205,shareholder of,13-Nov-03,21-Apr-06
11006027,10106205,intermediary of,,
12206429,10106233,shareholder of,11-May-12,
12220854,10106233,shareholder of,27-Jul-06,28-Feb-08
12133855,10106233,shareholder of,28-Feb-08,11-May-12
12138331,10106233,shareholder of,28-Jan-05,30-May-06
12133856,10106233,shareholder of,25-Jul-06,28-Feb-08
12132721,10106233,shareholder of,30-May-06,27-Jul-06
12206429,10106233,shareholder of,5-Mar-04,28-Jan-05
11001877,10106233,intermediary of,,
11001877,10106429,intermediary of,,
11011609,10111642,intermediary of,,
12043991,10106913,shareholder of,15-Jul-04,8-Dec-09
12198192,10106913,shareholder of,8-Dec-09,
12043990,10106913,shareholder of,15-Jul-04,8-Dec-09
11012297,10106913,intermediary of,,
12042116,10107204,shareholder of,7-Jun-02,18-Jun-08
12042117,10107204,shareholder of,7-Jun-02,18-Jun-08
12143122,10107204,shareholder of,18-Jun-08,
11004533,10107204,intermediary of,,
11004324,10114244,intermediary of,,
11011609,10115280,intermediary of,,
11002488,10116742,intermediary of,,
11011609,10107897,intermediary of,,
11005048,10117268,intermediary of,,
12125488,10107861,shareholder of,13-Aug-03,
12156288,10107861,shareholder of,16-Feb-12,
12200595,10107861,shareholder of,6-Jun-07,
11011609,10107861,intermediary of,,
11011609,10107875,intermediary of,,
12158708,10107929,shareholder of,7-Sep-04,
11011609,10107929,intermediary of,,
11009541,10107933,intermediary of,,
11008504,10108029,intermediary of,,
11003916,10108065,intermediary of,,
11011609,10118183,intermediary of,,
11013139,10118561,intermediary of,,
12153191,10108214,shareholder of,22-Apr-04,
11011609,10108214,intermediary of,,
12206429,10108264,shareholder of,22-Jul-04,28-Feb-08
12125289,10108264,shareholder of,28-Feb-08,
11001877,10108264,intermediary of,,
12203170,10108272,shareholder of,2-Dec-04,
11001877,10108272,intermediary of,,
11001877,10108333,intermediary of,,
11011609,10108334,intermediary of,,
11011609,10108424,intermediary of,,
11005258,10108597,intermediary of,,
12036428,10108683,shareholder of,13-Jan-00,
12036473,10108683,shareholder of,13-Jan-00,
12036478,10108683,shareholder of,13-Jan-00,
12036474,10108683,shareholder of,13-Jan-00,
12036475,10108683,shareholder of,13-Jan-00,
12036476,10108683,shareholder of,13-Jan-00,
12036477,10108683,shareholder of,13-Jan-00,
12036426,10108683,shareholder of,13-Jan-00,
12036425,10108683,shareholder of,13-Jan-00,
12036427,10108683,shareholder of,13-Jan-00,
11003343,10108683,intermediary of,,
12166392,10121871,shareholder of,6-Jun-14,10-May-15
12213640,10121871,shareholder of,10-May-15,
12115712,10121871,shareholder of,20-Dec-05,6-Jun-14
11009808,10121871,intermediary of,,
12216087,10108888,shareholder of,27-May-04,30-Jun-09
12152102,10108888,shareholder of,30-Jun-09,
12216086,10108888,shareholder of,27-May-04,30-Jun-09
11005718,10108888,intermediary of,,
12200434,10108906,shareholder of,27-May-04,30-Jun-09
12200435,10108906,shareholder of,27-May-04,30-Jun-09
12142918,10108906,shareholder of,30-Jun-09,
12220527,10108906,shareholder of,21-May-04,30-Jun-09
12220526,10108906,shareholder of,21-May-04,30-Jun-09
11005718,10108906,intermediary of,,
12198100,10108965,shareholder of,10-Jun-05,
12198100,10108965,shareholder of,17-Sep-04,23-Mar-05
12198100,10108965,shareholder of,23-Mar-05,
11013238,10108965,intermediary of,,
11011609,10109097,intermediary of,,
11004533,10109104,intermediary of,,
11011609,10109105,intermediary of,,
11011609,10122978,intermediary of,,
11001877,10109417,intermediary of,,
11011414,10109428,intermediary of,,
11011474,10109486,intermediary of,,
11001877,10109484,intermediary of,,
11001877,10109600,intermediary of,,
11004453,10125461,intermediary of,,
11001894,10109696,intermediary of,,
11011609,10125755,intermediary of,,
11013940,10109956,intermediary of,,
12165839,10110135,shareholder of,10-Mar-11,
11008135,10110135,intermediary of,,
11008711,10126682,intermediary of,,
11011609,10110287,intermediary of,,
12042140,10110458,shareholder of,17-Dec-03,
12042139,10110458,shareholder of,17-Dec-03,
11008711,10110458,intermediary of,,
12066445,10129548,shareholder of,2-Jun-12,
11004378,10129548,intermediary of,,
12171594,10111122,shareholder of,26-Jul-04,
13005410,10111122,beneficiary of,,
11003916,10111122,intermediary of,,
11001877,10111184,intermediary of,,
11004533,10111252,intermediary of,,
11011609,10111258,intermediary of,,
12222545,10111359,shareholder of,1-Jan-13,
13013040,10111359,beneficiary of,,
11011609,10111359,intermediary of,,
11002239,10111519,intermediary of,,
11001450,10111618,intermediary of,,
11001000,10111655,intermediary of,,
11003615,10111692,intermediary of,,
12068236,10111913,shareholder of,6-Jan-10,
12068237,10111913,shareholder of,6-Jan-10,
11008964,10111913,intermediary of,,
11001877,10112205,intermediary of,,
11011609,10112314,intermediary of,,
12043907,10112512,shareholder of,21-Oct-04,
11011609,10112512,intermediary of,,
12134271,10112593,shareholder of,25-Feb-14,
12158369,10112593,shareholder of,3-May-05,
11003916,10112593,intermediary of,,
12067498,10112820,shareholder of,29-Dec-09,
12067497,10112820,shareholder of,29-Dec-09,
12067500,10112820,shareholder of,29-Dec-09,
12067499,10112820,shareholder of,29-Dec-09,
11003046,10112820,intermediary of,,
12206604,10112623,shareholder of,4-Mar-05,
11001877,10112623,intermediary of,,
11001877,10112625,intermediary of,,
12044101,10112692,shareholder of,13-Apr-05,
11001693,10112692,intermediary of,,
12098429,10112729,shareholder of,1-Apr-13,
12153191,10112729,shareholder of,20-Jul-04,1-Apr-13
13012380,10112729,beneficiary of,,
11011609,10112729,intermediary of,,
11001000,10112757,intermediary of,,
11007589,10112773,intermediary of,,
12107625,10112872,shareholder of,28-Feb-05,
11001877,10112872,intermediary of,,
11011609,10112996,intermediary of,,
11003411,10113194,intermediary of,,
11011609,10113020,intermediary of,,
11011609,10113050,intermediary of,,
12079737,10113061,shareholder of,21-Apr-04,
12079736,10113061,shareholder of,21-Apr-04,
11008964,10113061,intermediary of,,
12066041,10113089,shareholder of,19-Nov-09,
12066042,10113089,shareholder of,19-Nov-09,
11008964,10113089,intermediary of,,
12044101,10113206,shareholder of,16-Aug-05,
11001693,10113206,intermediary of,,
12141831,10113325,shareholder of,19-Dec-09,
12000823,10113325,shareholder of,3-May-02,19-Dec-09
12000825,10113325,shareholder of,3-May-02,19-Dec-09
12000824,10113325,shareholder of,3-May-02,19-Dec-09
11003402,10113325,intermediary of,,
11011609,10113450,intermediary of,,
12153246,10138510,shareholder of,3-Feb-10,
12153031,10138510,shareholder of,3-Feb-10,
12153030,10138510,shareholder of,3-Feb-10,
12153029,10138510,shareholder of,3-Feb-10,
11001588,10138510,intermediary of,,
12105895,10140230,shareholder of,10-Feb-11,
12105896,10140230,shareholder of,10-Feb-11,
12105897,10140230,shareholder of,10-Feb-11,
11005206,10140230,intermediary of,,
12189501,10114031,shareholder of,1-May-09,
12175472,10114031,shareholder of,1-May-09,
11002386,10114031,intermediary of,,
12000822,10113946,shareholder of,2-Jan-01,19-Dec-09
12000821,10113946,shareholder of,2-Jan-01,19-Dec-09
12000777,10113946,shareholder of,2-Jan-01,19-Dec-09
12152639,10113946,shareholder of,19-Dec-09,
11002569,10113946,intermediary of,,
11011609,10113975,intermediary of,,
11001877,10114119,intermediary of,,
11009498,10114210,intermediary of,,
11009498,10114303,intermediary of,,
11005359,10114516,intermediary of,,
12203665,10114531,shareholder of,21-Jul-04,
11001877,10114531,intermediary of,,
12116135,10143145,shareholder of,12-Oct-10,
11005097,10143145,intermediary of,,
12138332,10114534,shareholder of,18-Oct-05,14-Feb-11
12138332,10114534,shareholder of,22-Feb-11,
11001877,10114534,intermediary of,,
11011609,10114690,intermediary of,,
12129676,10114699,shareholder of,19-May-05,
11002995,10114699,intermediary of,,
11011609,10114767,intermediary of,,
11001877,10114798,intermediary of,,
12043921,10115028,shareholder of,22-Jul-05,
12043922,10115028,shareholder of,22-Jul-05,
12043923,10115028,shareholder of,22-Jul-05,
12043924,10115028,shareholder of,22-Jul-05,
12043639,10115028,shareholder of,22-Jul-05,
12043640,10115028,shareholder of,22-Jul-05,
11001731,10115028,intermediary of,,
12140949,10115174,shareholder of,30-Jan-06,
11003045,10115174,intermediary of,,
11001450,10115219,intermediary of,,
12099700,10115489,shareholder of,4-Nov-04,
12099701,10115489,shareholder of,4-Nov-04,
