node_id,name,original_name,former_name,jurisdiction_description,address,incorporation_date,inactivation_date,struck_off_date,status,service_provider,countries
10075957,SHINE ENTERPRISES LTD.,SHINE ENTERPRISES LTD.,,British Virgin Islands,INTERNATIONAL CORPORATE CONSULTANTS; LTD. P.O. BOX 738 YARMOUTH; MAINE 04096 U.S.A.,12-Nov-97,21-Dec-98,30-Apr-99,Bad debt account,Mossack Fonseca,United States
10076088,INGLOW INVESTMENTS INC.,INGLOW INVESTMENTS INC.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,2-Jan-98,23-Aug-99,31-Oct-99,Defaulted,Mossack Fonseca,United States
10076109,GREENSHOE HOLDINGS LIMITED,GREENSHOE HOLDINGS LIMITED -EX-FINANCE ASIA,FINANCE ASIA,British Virgin Islands,RD SECRETARIES (1990) LIMITED 5705; 57TH FLOOR; THE CENTER; 99 QUEEN'S ROAD CENTRAL HONG KONG *S.I.*,13-Jul-98,3-May-10,30-Apr-10,Defaulted,Mossack Fonseca,Hong Kong
10076131,MOON DANCE INTERNATIONAL LTD.,MOON DANCE INTERNATIONAL LTD.,,British Virgin Islands,"MR. CHRISTIAN W.J. BERNDT 292 SOUTH COUNTY ROAD #101 PALM BEACH, FL 33480 U.S.A.",8-Jul-98,19-Apr-01,30-Apr-02,Inactivated,Mossack Fonseca,United States
10076189,GRUPO GOLAN CORPORATION,GRUPO GOLAN CORPORATION,,British Virgin Islands,"DIRECCIÓN 7 AVENIDA 12-23 ZONA 9 EDIFICIO ETISA, OFICINA 5-A GUATEMALA 01009 GUATEMALA CA",11-May-98,17-Sep-13,31-Oct-14,Dissolved,Mossack Fonseca,Guatemala
10076195,BEALS GROUP LIMITED,BEALS GROUP LIMITED,,British Virgin Islands,FOWLER; WHITE; BURNETT P.A. ESPIRITO SANTO PLAZA 1395 BRICKELL AVENUE; 14TH FLOOR MIAMI; FLORIDA 33131-3302 U.S.A. *S.I.*,2-Jan-98,2-Nov-01,31-Oct-01,Defaulted,Mossack Fonseca,United States
10076201,WREP ISLANDS LIMITED,WREP ISLANDS LIMITED (EX-MYRTLE PROPERTIES LIMITED),MYRTLE PROPERTIES LIMITED,British Virgin Islands,AALP 2nd Floor 35 Dover Street London London W1S 4NQ,20-May-98,,,Active,Mossack Fonseca,United Kingdom
10076255,FORE CONSULTS CORPORATION,FORE CONSULTS CORPORATION,,British Virgin Islands,"IBS/LUXOFT PO BOX 1122 HEWITT NJ 07421, NEW JERSEY USA",2-Jun-98,,31-Oct-12,Defaulted,Mossack Fonseca,United States
10146353,Clama Holdings Ltd.,Clama Holdings Ltd.,,British Virgin Islands,"DIANE NOBILE NOBILE LAW FIRM 201 S. BISCAYNE BLVD. SUITE 2650  MIAMI, FL 33131",9-Oct-12,,,Active,Mossack Fonseca,United States
10144821,South Beach Property Inc.,South Beach Property Inc.,,British Virgin Islands,"BARBOSA LEGAL 407 LINCOLN ROAD PH-NE  MIAMI BEACH, FL 33139 UNITED STATES",20-Apr-11,1-Nov-12,31-Oct-12,Defaulted,Mossack Fonseca,United States
10076500,OMEGA INTERNATIONAL GROUP INC.,OMEGA INTERNATIONAL GROUP INC.,,Panama,JAN W. DUNCAN 711 W. COLLEGE ST.; SUITE 625 LOS ANGELES; CA 90012 UNITED STATES,26-Feb-09,4-Aug-10,15-Jul-12,Defaulted,Mossack Fonseca,United States
10076476,"MANDALA, LTD.","MANDALA, LTD.",,British Virgin Islands,"WILLIAMS INTERNATIONAL GROUP, LTD. P.O. BOX 420271 DALLAS TEXAS 75342-0271 U. S. A.",15-Jun-98,2-Nov-99,31-Oct-99,Defaulted,Mossack Fonseca,United States
10144982,Preusson Overseas Limited,Preusson Overseas Limited,,British Virgin Islands,HSBC PRIVATE BANK 1441 BRICKELL AVENUE; 17TH FLOOR MIAMI; FLORIDA 33131   U.S.A.,30-Mar-06,,,Active,Mossack Fonseca,United States
10076548,AFAX GROUP INC.,AFAX GROUP INC.,,British Virgin Islands,ETUDE CARRARD & ASSOCIES CASE POSTALE 7191 1002 LAUSANNE SWITZERLAND,20-Nov-98,,,Active,Mossack Fonseca,Switzerland
10076625,NORTHERN RIVER CORP.,NORTHERN RIVER CORP.,,British Virgin Islands,"SANTANDER PRIVATE BANKING 45 EAST 53RD STREET, NY 10022 NEW YORK USA",6-Jan-97,16-Jun-04,31-Oct-04,Defaulted,Mossack Fonseca,United States
10076678,PARK BENCH OVERSEAS LIMITED,PARK BENCH OVERSEAS LIMITED,,British Virgin Islands,FOWLER; WHITE; BURNETT P.A. ESPIRITO SANTO PLAZA 1395 BRICKELL AVENUE; 14TH FLOOR MIAMI; FLORIDA 33131-3302 U.S.A. *S.I.*,10-Mar-99,2-Nov-01,31-Oct-01,Defaulted,Mossack Fonseca,United States
10076995,MUSKIE INVESTMENTS LTD.,MUSKIE INVESTMENTS LTD.,,British Virgin Islands,"SANTANDER PRIVATE BANKING 45 EAST 53RD STREET, NY 10022 NEW YORK USA",11-Mar-97,1-Nov-11,31-Oct-11,Defaulted,Mossack Fonseca,United States
10077058,SCEPTRE INVESTMENTS LIMITED,SCEPTRE INVESTMENTS LIMITED,,British Virgin Islands,TRUST CORPORATION OF THE CHANNEL ISLANDS LIMITED  TRUSTCORP CI PO BOX 665 ROSENEATH; THE GRANGE ST PETER PORT; GUERNSEY GY1 3SJ CHANNEL ISLANDS,2-Jan-90,,,Active,Mossack Fonseca,Guernsey
10143808,Arcoiris Global Group Inc.,Arcoiris Global Group Inc.,,British Virgin Islands,HSBC PRIVATE BANK 1441 BRICKELL AVENUE; 17TH FLOOR MIAMI; FLORIDA 33131   U.S.A.,13-Jan-11,,,Active,Mossack Fonseca,United States
10077263,WALSTON HOLDING LIMITED,WALSTON HOLDING LIMITED,,British Virgin Islands,WALSTON HOLDING LIMITED CASE POSTALE 330 1211 GENEVA 12 SWITZERLAND,2-Jun-98,9-Nov-10,31-Oct-10,Defaulted,Mossack Fonseca,Switzerland
10077210,WARNER ENTERPRISES INC.,WARNER ENTERPRISES INC.,,Panama,"MR. CARLOS E. HILL CITYWIDE MORTGAGE 141 SOUTH HARRISON ST. EAST ORANGE, NEW JERSEY 07108 U.S.A.",20-Jun-85,25-Apr-89,20-Sep-86,Inactivated,Mossack Fonseca,United States
10077256,CHINA HOUSE OF TRADE LIMITED,CHINA HOUSE OF TRADE LIMITED,,British Virgin Islands,ABA SERVICES LIMITED ROOM 808; 8/F; STAR HOUSE; 3 SALISBURY ROAD; TSIM SHA TSUI KOWLOON HONG KONG,18-Aug-94,3-May-10,30-Apr-10,Defaulted,Mossack Fonseca,Hong Kong
10077257,HORTRAY INVESTMENTS INC.,HORTRAY INVESTMENTS INC.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,2-Jan-98,17-Jan-01,31-Oct-99,Bad debt account,Mossack Fonseca,United States
10077321,MINEDON PROPERTIES INC.,MINEDON PROPERTIES INC.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,2-Jan-98,2-Nov-99,31-Oct-99,Defaulted,Mossack Fonseca,United States
10077338,HEED FINANCE LTD.,HEED FINANCE LTD.,,British Virgin Islands,LUCIANA  R. HADDAD HAKIM 2665 SOUTH BAYSHORE DRIVE; SUITE 435 COCONUT GROVE; FLORIDA 33133  U.S.A.,7-Jan-98,25-May-10,31-Oct-09,Inactivated,Mossack Fonseca,United States
10077364,WESTCLARE COMPANY LIMITED,WESTCLARE COMPANY LIMITED,,British Virgin Islands,LEIGHTON & LEIGHTON SNC 10 BOULEVARD PRINCESSE CHARLOTTE MC98000 MONACO **S.I.**,9-Oct-97,22-Jul-05,30-Apr-06,Defaulted,Mossack Fonseca,Monaco
10077477,"STARTRON, INCORPORATED","STARTRON, INCORPORATED   EX-BROADCAST ELECTRONICS INCOR",BROADCAST ELECTRONICS INCOR,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,10-Sep-98,8-May-02,30-Apr-02,Defaulted,Mossack Fonseca,United States
10077515,SEA WEALTH HOLDINGS LIMITED,SEA WEALTH HOLDINGS LIMITED,,British Virgin Islands,LUCIANA  R. HADDAD HAKIM 2665 SOUTH BAYSHORE DRIVE; SUITE 435 COCONUT GROVE; FLORIDA 33133  U.S.A.,15-Sep-98,2-Jul-08,30-Apr-09,Dissolved,Mossack Fonseca,United States
10077704,TALYN ESTATES CORP.,TALYN ESTATES CORP.,,Panama,RICHARD PELAEZ 23 MEADOW GLEN ROAD; FORT SALONGA; N.Y. 11768 U.S.A.,6-Jan-09,,,Active,Mossack Fonseca,United States
10077707,SEVEN SEAS PUBLISHING LTD.,SEVEN SEAS PUBLISHING LTD.,,British Virgin Islands,GOTTHARDSTRASSE 57 6045 MEGGEN SWITZERLAND,2-Sep-98,,,Active,Mossack Fonseca,Switzerland
10077797,SERIRA CORPORATION,SERIRA CORPORATION,,British Virgin Islands,MR. ROLANDO UZIEL NE 36 COURT - APT. 20-L 19355 TURNBERRY WAY MIAMI BEACH FLORIDA 33180-2577 USA,7-Apr-97,22-Apr-03,31-Oct-03,Defaulted,Mossack Fonseca,United States
10077811,REPUBLICA HOLDINGS LTD.,REPUBLICA HOLDINGS LTD. (EX-UNITED FINANCE COMPANY LTD.),UNITED FINANCE COMPANY LTD.,British Virgin Islands,CLIFFORD CHANCE US LLP 31 WEST 52ND STREET NEW YORK  NY 10019-6131 UNITED STATES,16-Jun-92,5-Nov-03,31-Oct-03,Defaulted,Mossack Fonseca,United States
10077838,NUFIELD INVESTMENTS INC.,NUFIELD INVESTMENTS INC.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,2-Jan-98,17-Jan-01,31-Oct-99,Bad debt account,Mossack Fonseca,United States
10077863,HEART OF GOLD S.A.,HEART OF GOLD S.A.,,Panama,"EFG CAPITAL INTERNATIONAL 701 BRICKELL AVENUE - 9TH FLOOR MIAMI, FLORIDA 33131 U.S.A.",7-Jan-09,,,Active,Mossack Fonseca,United States
10078087,HILL VIEW ESTATES INC.,HILL VIEW ESTATES INC.,,British Virgin Islands,MR TOR NYGARD 9114 Glen Edin Lane N. Brooklyn Park Mn 55443 Usa SE1 2AQ,19-May-98,1-Nov-06,31-Oct-06,Defaulted,Mossack Fonseca,United States
10078136,"VENDA PUBLISHING COMPANY, LTD.","VENDA PUBLISHING COMPANY, LTD.",,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,13-Feb-98,2-Nov-01,31-Oct-01,Defaulted,Mossack Fonseca,United States
10078189,GEMEL HOLDINGS LIMITED,GEMEL HOLDINGS LIMITED,,British Virgin Islands,FOWLER; WHITE; BURNETT P.A. ESPIRITO SANTO PLAZA 1395 BRICKELL AVENUE; 14TH FLOOR MIAMI; FLORIDA 33131-3302 U.S.A. *S.I.*,14-Jul-98,,,Active,Mossack Fonseca,United States
10078210,FLASHER CORPORATION,FLASHER CORPORATION,,British Virgin Islands,"FABRICA DE REFRIGERADORES COMERCIALES C POR A EPS A-294 P. O. BOX 025522 MIAMI, FLORIDA 33102-5522 U.S.A.",2-Jan-98,,,Active,Mossack Fonseca,United States
10078251,DESTANT PROPERTIES INC.,DESTANT PROPERTIES INC.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,2-Jan-98,17-Jan-01,31-Oct-99,Bad debt account,Mossack Fonseca,United States
10078332,NOMAD AVIATION INTERNATIONAL INC.,NOMAD AVIATION INTERNATIONAL INC.,,Panama,NOMAD AVIATION INC; 4151 CENTERLINE LANE SANFORD; FL 32773 USA,5-Mar-09,18-Jul-12,15-Jul-12,Defaulted,Mossack Fonseca,United States
10078345,FINE ARTS & GENERAL INVESTMENTS S.A.,FINE ARTS & GENERAL INVESTMENTS S.A.,,Panama,LAWRENCE I. BROWN & ASSOCIATES LIMITED P.O.BOX 635 GREENWICH CONNECTICUT 06836 U.S.A.,3-Apr-79,13-Oct-89,3-Jul-80,Inactivated,Mossack Fonseca,United States
10078370,CAMEO LIMITED,CAMEO LIMITED,,British Virgin Islands,"RICHARDS GRAND BAY PLAZA 2665 SOUTH BAYSHORE DRIVE SUITE 900 MIAMI, FLORIDA 33133 U. S. A.",22-Jul-91,5-Jul-95,30-Apr-96,Changed agent,Mossack Fonseca,United States
10141439,ENGINEERING LIZAN CORP.,ENGINEERING LIZAN CORP.,,British Virgin Islands,"LEONARDO HEIDNER 500 FIFTH AVENUE, SUITE 1810 NY  10110 NEW YORK USA",12-Jan-94,,,Active,Mossack Fonseca,United States
10078601,"FAHNSWORTH ENTERPRISES, LTD.","FAHNSWORTH ENTERPRISES, LTD.",,British Virgin Islands,FOWLER; WHITE; BURNETT P.A. ESPIRITO SANTO PLAZA 1395 BRICKELL AVENUE; 14TH FLOOR MIAMI; FLORIDA 33131-3302 U.S.A. *S.I.*,25-Nov-98,8-May-02,30-Apr-02,Defaulted,Mossack Fonseca,United States
10078649,HANA WORLD WATERBANK CORP.,HANA WORLD WATERBANK CORP.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,29-Mar-99,7-Nov-00,31-Oct-00,Defaulted,Mossack Fonseca,United States
10078653,EMERALD BAY INVESTMENTS LTD.,EMERALD BAY INVESTMENTS LTD.,,British Virgin Islands,EMERALD BAY INVESTMENTS LTD. EMERALD BAY INVESTMENTS LTD. BANCO ESPAÑOL DE CREDITO S. A. (BANESTO) 730 FIFTH AVENUE; 7TH FLOOR NEW YORK; N. Y. 10019 U.S.A *S.I.*,28-Apr-98,18-Apr-00,31-Oct-00,Defaulted,Mossack Fonseca,United States
10078776,"BAILEY CONSULTING SERVICES, S.A.","BAILEY CONSULTING SERVICES, S.A.",,British Virgin Islands,ASSET PROTECTION STRATEGIES; LTD. 3101 N. GREEN RIVER RD; SUITE 320 EVANSVILLE; INDIANA 47715 U.S.A.,10-Apr-97,7-Nov-00,31-Oct-00,Resigned as agent,Mossack Fonseca,United States
10078777,"EVERINGHAM FINANCIAL GROUP, LTD.","EVERINGHAM FINANCIAL GROUP, LTD.",,British Virgin Islands,ASSET PROTECTION STRATEGIES; LTD. 3101 N. GREEN RIVER RD; SUITE 320 EVANSVILLE; INDIANA 47715 U.S.A.,10-Apr-97,7-Nov-00,31-Oct-00,Resigned as agent,Mossack Fonseca,United States
10078967,ERGO SERVICES LTD.,ERGO SERVICES LTD.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,19-Jul-99,2-May-01,30-Apr-01,Defaulted,Mossack Fonseca,United States
10140437,GST GLOBAL BUSINESS SERVICES INC.,GST GLOBAL BUSINESS SERVICES INC.,,British Virgin Islands,"SHUTTS & BOWEN 1500 MIAMI CENTER 201 S. BISCAYNE BLVD. MIAMI, FLORIDA 33131 U.S.A.",17-Sep-99,,,Active,Mossack Fonseca,United States
10078955,DREAM HOUSE CONSULTING LIMITED,DREAM HOUSE CONSULTING LIMITED,,British Virgin Islands,FOWLER; WHITE; BURNETT P.A. ESPIRITO SANTO PLAZA 1395 BRICKELL AVENUE; 14TH FLOOR MIAMI; FLORIDA 33131-3302 U.S.A. *S.I.*,17-Feb-99,2-Nov-01,31-Oct-01,Defaulted,Mossack Fonseca,United States
10079194,KLD CORPORATION,KLD CORPORATION,,British Virgin Islands,"IBS/LUXOFT PO BOX 1122 HEWITT NJ 07421, NEW JERSEY USA",12-Feb-99,12-Jun-01,31-Oct-01,Defaulted,Mossack Fonseca,United States
10079226,HARTLAND LTD. BVI,HARTLAND LTD. BVI,,British Virgin Islands,CREDIT SUISSE CHANNEL ISLANDS LIMITED P. O. BOX 122 HELVETIA COURT; SOUTH ESPLANADE ST. PETER PORT GY1 4EE; GUERNSEY UNITED KINGDOM *S.I.*,14-Oct-88,13-Jun-11,30-Apr-12,Changed agent,Mossack Fonseca,Guernsey
10140067,MISTAYA INC.,MISTAYA INC.,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,1-Oct-08,,,Active,Mossack Fonseca,United States
10079334,KOMARCO INTERNATIONAL INCORPORATED,KOMARCO INTERNATIONAL INCORPORATED,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,3-Dec-97,6-May-99,30-Apr-99,Defaulted,Mossack Fonseca,United States
10079357,EAST PARK INVESTMENTS LIMITED,EAST PARK INVESTMENTS LIMITED,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,19-Apr-99,3-Sep-99,31-Oct-00,Bad debt account,Mossack Fonseca,United States
10079438,NEW HEAVEN PROPERTIES LTD.,NEW HEAVEN PROPERTIES LTD.,,British Virgin Islands,GOTTHARDSTRASSE 57 6045 MEGGEN SWITZERLAND,10-Mar-99,,,Active,Mossack Fonseca,Switzerland
10079683,ACTIVE SECURITIES LIMITED,ACTIVE SECURITIES LIMITED,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,29-Jul-99,3-May-11,30-Apr-11,Defaulted,Mossack Fonseca,United States
10139669,ICA International Automobiles Limited,ICA International Automobiles Limited,,Hong Kong,ANTONIO YAMMINE 20900 NE 30TH AVE; SUITE 416 AVENTURA; FL 33180,1-Jun-10,,,Active,Mossack Fonseca,United States
10139788,MEZALAN OFF LIMITED,MEZALAN OFF LIMITED,,British Virgin Islands,KEVIN FIALKO 5815 LA JOLLA MESA DRIVE LA JOLLA; CA; USA 92037,26-Nov-98,,30-Apr-16,Dissolved,Mossack Fonseca,United States
10079695,"General Signal International, Limited","General Signal International, Limited",,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,4-Nov-98,21-Dec-12,30-Apr-14,Dissolved,Mossack Fonseca,United States
10079751,"FINCAS UNIDAS, S.A.","FINCAS UNIDAS, S.A.",,Panama,TIMOTHY SCOTT HART MIRIAM FRAGO SAMUDIO 7618 CRESCENDO CT HOUSTON TX 7740 U. S. A.,18-Mar-09,28-Jan-11,15-Jul-12,Changed agent,Mossack Fonseca,United States
10079803,HOVER INVESTMENTS LIMITED,HOVER INVESTMENTS LIMITED,,British Virgin Islands,FOWLER; WHITE; BURNETT P.A. ESPIRITO SANTO PLAZA 1395 BRICKELL AVENUE; 14TH FLOOR MIAMI; FLORIDA 33131-3302 U.S.A. *S.I.*,14-Jul-98,,,Active,Mossack Fonseca,United States
10079821,CIT MANAGEMENT CORP.,CIT MANAGEMENT CORP.,,British Virgin Islands,CIT MANAGEMENT CORP EDIFICIO TAQUENDAMA I APT. 203; PARADA 6; C.P. 20100 PUNTA DEL ESTE URUGUAY,29-Jan-98,,,Active,Mossack Fonseca,Uruguay
10079851,PIRUSALDO LIMITED,PIRUSALDO LIMITED,,British Virgin Islands,PIRUSALDO LIMITED PIRUSALDO LIMITED BANCO ESPAÑOL DE CREDITO (BANESTO) 730 FIFTH AVENUE; 7TH FLOOR NEW YORK; N.Y. 10019 UNITED STATES OF AMERICA. *S.I.*,13-Jan-00,1-Nov-12,31-Oct-13,Changed agent,Mossack Fonseca,United States
10079884,FLAME LTD.,FLAME LTD.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,23-Apr-99,7-Nov-00,31-Oct-00,Defaulted,Mossack Fonseca,United States
10079942,SPRINGSOFT INC.,SPRINGSOFT INC.,,British Virgin Islands,DI SAN DI MANAGEMENT COMPANY LIMITED 7F- 4; NO.50; SEC. 1; XINSHENG S. RD.; TAIPEI; TAIWAN,30-Dec-97,,,Active,Mossack Fonseca,Taiwan
10079951,TRADEWINDS INVESTMENT GROUP CORP.,TRADEWINDS INVESTMENT GROUP CORP.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,29-Jan-99,8-Aug-01,31-Oct-01,Defaulted,Mossack Fonseca,United States
10079978,KEWSTOCK INDUSTRIES LIMITED,KEWSTOCK INDUSTRIES LIMITED,,British Virgin Islands,"MR. ROUMEN K. SOTIROV 8507 RAYBURN ROAD BETHESDA, MD 20817 U.  S.  A.",25-Jul-97,20-Mar-02,30-Apr-03,Changed agent,Mossack Fonseca,United States
10080025,TABLADA CORPORATION,TABLADA CORPORATION,,British Virgin Islands,TABLADA CORPORATION TABLADA CORPORATION BANCO ESPAÑOL DE CREDITO S.A. (BANESTO) 730 FIFTH AVENUE; 7TH FLOOR NEW YORK; N.Y. 10019 U.S.A. *S.I.*,9-Mar-99,14-Mar-00,31-Oct-00,Defaulted,Mossack Fonseca,United States
10080057,"SUN FISH RESORT, LTD.","SUN FISH RESORT, LTD.",,British Virgin Islands,"UBS MIAMI 701 BRICKELL AVE SUITE 3250 MIAMI, FLORIDA  33131 USA",14-Feb-00,2-Nov-09,31-Oct-09,Defaulted,Mossack Fonseca,United States
10080163,BERNAL S.A.,BERNAL S.A.,,British Virgin Islands,"CITIGROUP PRIVATE BANK 201 SOUTH BISCAYNE BOULEVARD SUITE 3300 MIAMI, FLORIDA    33131 U.S.A.",7-May-99,,,Active,Mossack Fonseca,United States
10080139,GEFA COMPANY (BVI) LTD.,GEFA COMPANY (BVI) LTD.,,British Virgin Islands,"MR. ALEXANDER CHERNOMORDIK 5097 GLENAIRE DRIVE DUBLIN OHIO 43017, U.S.A.",25-May-93,5-Nov-02,31-Oct-02,Defaulted,Mossack Fonseca,United States
10080152,RIVERLEIGH CORPORATION,RIVERLEIGH CORPORATION,,British Virgin Islands,LEIGHTON & LEIGHTON SNC 10 BOULEVARD PRINCESSE CHARLOTTE MC98000 MONACO **S.I.**,7-Sep-99,3-May-11,30-Apr-11,Defaulted,Mossack Fonseca,Monaco
10080244,COMPUTER DEPOT LTD.,COMPUTER DEPOT LTD.,,British Virgin Islands,"IBS/LUXOFT PO BOX 1122 HEWITT NJ 07421, NEW JERSEY USA",3-Sep-99,2-Jul-02,30-Apr-03,Defaulted,Mossack Fonseca,United States
10138184,BALNER DEVELOPMENT S.A.,BALNER DEVELOPMENT S.A.,,British Virgin Islands,"JULIAN ALTAMIRANO 444 BRICKELL AVENUE  - SUITE 51-770 MIAMI, FLORIDA  33131-2492",4-Jan-10,,,Active,Mossack Fonseca,United States
10080293,FIRST STATE INVESTMENTS LIMITED,FIRST STATE INVESTMENTS LIMITED,,British Virgin Islands,SUN HUNG KAI PROPERTIES LIMITED 45/F.; SUN HUNG KAI CENTRE 30 HARBOUR ROAD WANCHAI; HONG KONG *S.I.*,5-Jan-00,,31-Oct-03,Defaulted,Mossack Fonseca,Hong Kong
10080338,ALTA GRACIA CORPORATION,ALTA GRACIA CORPORATION,,British Virgin Islands,ALTA GRACIA CORPORATION ALTA GRACIA CORPORATION BANCO ESPAÑOL DE CREDITO S.A. (BANESTO)730 FIFTH AVENUE; 7TH FLOORNEW YORK; N.Y. 10019 U.S.A.*S.I.* NEW YORK USA,9-Jun-98,19-Jan-02,31-Oct-02,Defaulted,Mossack Fonseca,United States
10080371,CASPIAN SERVICES GROUP LIMITED,CASPIAN SERVICES GROUP LIMITED,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,22-Dec-99,,,Active,Mossack Fonseca,United States
10080427,OCEANSIDE PROPERTIES LTD.,OCEANSIDE PROPERTIES LTD.,,British Virgin Islands,ALMONTE & ASSOCIATES LAW FIRM P.C. 119 WASHINGTON AVE; STE 101  ALBANY; NEW YORK 12210 ALBANY USA,4-Jan-99,2-Nov-09,31-Oct-09,Defaulted,Mossack Fonseca,United States
10080448,"MAZEL & BROJE, LIMITED","MAZEL & BROJE, LIMITED",,British Virgin Islands,FOWLER; WHITE; BURNETT P.A. ESPIRITO SANTO PLAZA 1395 BRICKELL AVENUE; 14TH FLOOR MIAMI; FLORIDA 33131-3302 U.S.A. *S.I.*,11-Aug-98,,,Active,Mossack Fonseca,United States
10137676,McCaw Investments Corp.,McCaw Investments Corp.,,British Virgin Islands,PROBUS ADVISORY SA PL. ST GERVAIS 1 1201 GENEVE SWITZERLAND **S.I.**,15-Mar-06,,,Active,Mossack Fonseca,Switzerland
10080502,BMC CORPORATE SERVICES LIMITED,BMC CORPORATE SERVICES LIMITED,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,8-Oct-99,2-May-08,30-Apr-08,Defaulted,Mossack Fonseca,United States
10080533,TAP RESOURCES INC.,TAP RESOURCES INC.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,14-Oct-99,2-May-01,30-Apr-01,Defaulted,Mossack Fonseca,United States
10080695,MANGLAR CORPORATION,MANGLAR CORPORATION (EX-MANDEO CORPORATION),MANDEO CORPORATION,British Virgin Islands,"SANTANDER PRIVATE BANKING 45 EAST 53RD STREET, NY 10022 NEW YORK USA",17-Mar-99,6-Nov-14,31-Oct-14,Defaulted,Mossack Fonseca,United States
10080696,"FINCA VIA LACTEA, S.A.","FINCA VIA LACTEA, S.A.",,Panama,TIMOTHY SCOTT HART MIRIAM FRAGO SAMUDIO 7618 CRESCENDO CT HOUSTON TX 7740 U. S. A.,18-Mar-09,28-Jan-11,15-Jul-12,Changed agent,Mossack Fonseca,United States
10080754,DALVI ENGINEERING INC.,DALVI ENGINEERING INC.,,British Virgin Islands,BUFETE ABRAHAM Y ASOCIADOS 441 VALENCIA AVENUE APT. N°802 CORAL GABLES FLORIDA 33134-5792 USA,6-Jul-99,4-May-04,30-Apr-04,Defaulted,Mossack Fonseca,United States
10080790,"21ST CENTURY HOLDINGS, LTD.","21ST CENTURY HOLDINGS, LTD.",,British Virgin Islands,LUCIANA  R. HADDAD HAKIM 2665 SOUTH BAYSHORE DRIVE; SUITE 435 COCONUT GROVE; FLORIDA 33133  U.S.A.,19-Mar-98,3-May-05,31-Oct-05,Defaulted,Mossack Fonseca,United States
10080793,AURORA HOLDING LTD. CO. CORP.,AURORA HOLDING LTD. CO. CORP.,,Panama,FRANK RICHARD DARLING  550 N EL CAMINO REAL #350  SAN CLEMENTE CA. 92672 USA,15-May-09,,,Active,Mossack Fonseca,United States
10080905,REO DEVELOPMENTS LIMITED,REO DEVELOPMENTS LIMITED,,British Virgin Islands,GOLDEN RESOURCES DEVELOPMENT  INTERNATIONAL LTD. 11 FLOOR; GOLDEN RESOURCES CENTRE 2-12 CHEUNG TAI ROAD; TSING YI ISLAND N.T.; HONG KONG,31-Aug-90,7-Feb-13,30-Apr-14,Changed agent,Mossack Fonseca,Hong Kong
10080978,NORTHFIELD HOLDING LTD.,NORTHFIELD HOLDING LTD.,,British Virgin Islands,FUNARO & CO.; P.C. EMPIRE STATE BUILDING 350 FIFTH AVENUE 41ST FLOOR NEW YORK; NEW YORK 10118UNITED STATES OF AMERICA NEW YORK USA,12-Aug-91,24-Nov-99,30-Apr-01,Dissolved,Mossack Fonseca,United States
10081020,ADDFORE INVESTMENTS LTD.,ADDFORE INVESTMENTS LTD.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,4-Jan-99,7-Nov-00,31-Oct-00,Defaulted,Mossack Fonseca,United States
